1.3685041153068714e+07 6.5089813825719666e+03 2.2229811194547351e+03 -1.6591119823590780e+01
1.3685042153068714e+07 6.5154477123293536e+03 2.1605157138178838e+03 4.3574295491851723e+02
1.3685043153068714e+07 6.4931921798320845e+03 2.0885261684025895e+03 8.8615615642492378e+02
1.3685044153068714e+07 6.4423128935174836e+03 2.0073298326705292e+03 1.3326629410323171e+03
1.3685045153068714e+07 6.3630341431058387e+03 1.9172846421163315e+03 1.7732949856239509e+03
1.3685046153068714e+07 6.2557054108696029e+03 1.8187875403897617e+03 2.2061098645372076e+03
1.3685047153068714e+07 6.1207998310208704e+03 1.7122727294608501e+03 2.6291996123002928e+03
1.3685048153068714e+07 5.9589121040043692e+03 1.5982097555375931e+03 3.0406991344698990e+03
1.3685049153068714e+07 5.7707558749004911e+03 1.4771014391819281e+03 3.4387944294615663e+03
1.3685050153068714e+07 5.5571605874756597e+03 1.3494816587347107e+03 3.8217305851794977e+03
1.3685051153068714e+07 5.3190678277772849e+03 1.2159129968405450e+03 4.1878195151267546e+03
1.3685052153068714e+07 5.0575271733561885e+03 1.0769842604245566e+03 4.5354473999667507e+03
1.3685053153068714e+07 4.7736915664493572e+03 9.3330788507518810e+02 4.8630818016652438e+03
1.3685054153068714e+07 4.4688122314939747e+03 7.8551723525999421e+02 5.1692784188977221e+03
1.3685055153068714e+07 4.1442331593895051e+03 6.3426381228294645e+02 5.4526874539207965e+03
1.3685056153068714e+07 3.8013851828177276e+03 4.8021438228854117e+02 5.7120595628483370e+03
1.3685057153068714e+07 3.4417796687460223e+03 3.2404803697688658e+02 5.9462513630948588e+03
1.3685058153068714e+07 3.0670018559091318e+03 1.6645319998223408e+02 6.1542304737170552e+03
1.3685059153068714e+07 2.6787038666435119e+03 8.1245921136975205e+00 6.3350800664292738e+03
1.3685060153068714e+07 2.2785974238849763e+03 -1.5023983116181608e+02 6.4880029072288771e+03
1.3685061153068714e+07 1.8684463054276612e+03 -3.0794195649724986e+02 6.6123248708195115e+03
1.3685062153068714e+07 1.4500585687126829e+03 -4.6428659013835806e+02 6.7074979123370495e+03
1.3685063153068714e+07 1.0252785804167731e+03 -6.1858452252749476e+02 6.7731024832791554e+03
1.3685064153068714e+07 5.9597888598854695e+02 -7.7015556652427847e+02 6.8088493809864003e+03
1.3685065153068714e+07 1.6405195495287117e+02 -9.1833155585744805e+02 6.8145810235255276e+03
1.3685066153068714e+07 -2.6859816160266683e+02 -1.0624592905808440e+03 6.7902721443511300e+03
1.3685067153068714e+07 -7.0006422460512204e+02 -1.2019034165570095e+03 6.7360299036860279e+03
1.3685068153068714e+07 -1.1284442146214421e+03 -1.3360492262697146e+03 6.6520934161285559e+03
1.3685069153068714e+07 -1.5518497164769333e+03 -1.4643053686214801e+03 6.5388326965688020e+03
1.3685070153068714e+07 -1.9684142438999825e+03 -1.5861064557689010e+03 6.3967470290614228e+03
1.3685071153068714e+07 -2.3763014674995297e+03 -1.7009155555053333e+03 6.2264627658447780e+03
1.3685072153068714e+07 -2.7737133098060744e+03 -1.8082265582042533e+03 6.0287305662071867e+03
1.3685073153068714e+07 -3.1588978716745523e+03 -1.9075664078847321e+03 5.8044220873805589e+03
1.3685074153068714e+07 -3.5301571551430661e+03 -1.9984971875734882e+03 5.5545261420308007e+03
1.3685075153068714e+07 -3.8858545486520761e+03 -2.0806180497572959e+03 5.2801443393117752e+03
1.3685076153068714e+07 -4.2244220416837152e+03 -2.1535669834302594e+03 4.9824862286645530e+03
1.3685077153068714e+07 -4.5443671369707954e+03 -2.2170224099346001e+03 4.6628639677978235e+03
1.3685078153068714e+07 -4.8442794298275203e+03 -2.2707046005659731e+03 4.3226865383413478e+03
1.3685079153068714e+07 -5.1228368255955729e+03 -2.3143769096931992e+03 3.9634535346716416e+03
1.3685080153068714e+07 -5.3788113677929387e+03 -2.3478468179556994e+03 3.5867485532956057e+03
1.3685081153068714e+07 -5.6110746512790583e+03 -2.3709667809409207e+03 3.1942322119268388e+03
1.3685082153068714e+07 -5.8186027965718204e+03 -2.3836348795998661e+03 2.7876348290279893e+03
1.3685083153068714e+07 -6.0004809633801879e+03 -2.3857952695330428e+03 2.3687487961055372e+03
1.3685084153068714e+07 -6.1559073834692572e+03 -2.3774384271677905e+03 1.9394206763601576e+03
1.3685085153068714e+07 -6.2841968950708879e+03 -2.3586011917405376e+03 1.5015430645365605e+03
1.3685086153068714e+07 -6.3847839632624218e+03 -2.3293666028991720e+03 1.0570462438509712e+03
1.3685087153068714e+07 -6.4572251729958416e+03 -2.2898635346418987e+03 6.0788967678540757e+02
1.3685088153068714e+07 -6.5012011837921300e+03 -2.2402661272053456e+03 1.5605336724175120e+02
1.3685089153068714e+07 -6.5165181374794729e+03 -2.1807930194076466e+03 -2.9647086784616965e+02
1.3685090153068714e+07 -6.5031085127728638e+03 -2.1117063848289972e+03 -7.4768817898397867e+02
1.3685091153068714e+07 -6.4610314229262140e+03 -2.0333107760799451e+03 -1.1956094779505213e+03
1.3685092153068714e+07 -6.3904723551451962e+03 -1.9459517822508683e+03 -1.6382602062385768e+03
1.3685093153068714e+07 -6.2917423529096004e+03 -1.8500145054619434e+03 -2.0736890394420543e+03
1.3685094153068714e+07 -6.1652766448097536e+03 -1.7459218632288366e+03 -2.4999764892222875e+03
1.3685095153068714e+07 -6.0116327259427417e+03 -1.6341327241288820e+03 -2.9152433649287095e+03
1.3685096153068714e+07 -5.8314879003208835e+03 -1.5151398849823063e+03 -3.3176590575877085e+03
1.3685097153068714e+07 -5.6256362951373103e+03 -1.3894678984737122e+03 -3.7054496097116553e+03
1.3685098153068714e+07 -5.3949853600327478e+03 -1.2576707607780781e+03 -4.0769055353967597e+03
1.3685099153068714e+07 -5.1405518668216655e+03 -1.1203294694012422e+03 -4.4303893561840132e+03
1.3685100153068714e+07 -4.8634574272769796e+03 -9.7804946197973118e+02 -4.7643428195250681e+03
1.3685101153068714e+07 -4.5649235487724436e+03 -8.3145794735341735e+02 -5.0772937679673141e+03
1.3685102153068714e+07 -4.2462662495401510e+03 -6.8120114065507369e+02 -5.3678626288335818e+03
1.3685103153068714e+07 -3.9088902573139271e+03 -5.2794141462287382e+02 -5.6347684957449264e+03
1.3685104153068714e+07 -3.5542828169041913e+03 -3.7235437967937895e+02 -5.8768347752094187e+03
1.3685105153068714e+07 -3.1840071340236746e+03 -2.1512590565930597e+02 -6.0929943733631990e+03
1.3685106153068714e+07 -2.7996954842525743e+03 -5.6949098309006850e+01 -6.2822944000112966e+03
1.3685107153068714e+07 -2.4030420175284389e+03 1.0147875611048018e+02 -6.4439003692258893e+03
1.3685108153068714e+07 -1.9957952898723408e+03 2.5945926465119254e+02 -6.5770998779888532e+03
1.3685109153068714e+07 -1.5797505552829141e+03 4.1629600638274286e+02 -6.6813057466579594e+03
1.3685110153068714e+07 -1.1567418517688866e+03 5.7129760240525309e+02 -6.7560586074158764e+03
1.3685111153068714e+07 -7.2863391641337375e+02 7.2378076363479568e+02 -6.8010289292892703e+03
1.3685112153068714e+07 -2.9731396510796458e+02 8.7307330292689642e+02 -6.8160184708121496e+03
1.3685113153068714e+07 1.3531662680718532e+02 1.0185170982601560e+03 -6.8009611539296957e+03
1.3685114153068714e+07 5.6735070632144902e+02 1.1594709939167828e+03 -6.7559233552896394e+03
1.3685115153068714e+07 9.9688375000102349e+02 1.2953136268709920e+03 -6.6811036136377425e+03
1.3685116153068714e+07 1.4220222596444310e+03 1.4254461659258950e+03 -6.5768317546069702e+03
1.3685117153068714e+07 1.8408921093397003e+03 1.5492949515251439e+03 -6.4435674367573811e+03
1.3685118153068714e+07 2.2516468071174841e+03 1.6663140245993654e+03 -6.2818981252784060e+03
1.3685119153068714e+07 2.6524756347887792e+03 1.7759875333021914e+03 -6.0925365022848719e+03
1.3685120153068714e+07 3.0416116300860781e+03 1.8778320070265277e+03 -5.8763173251206799e+03
1.3685121153068714e+07 3.4173393759104551e+03 1.9713984876738457e+03 -5.6341937465245001e+03
1.3685122153068714e+07 3.7780025623612742e+03 2.0562745087849089e+03 -5.3672331128715678e+03
1.3685123153068714e+07 4.1220112881921477e+03 2.1320859138022888e+03 -5.0766122590282794e+03
1.3685124153068714e+07 4.4478490695364826e+03 2.1984985054565241e+03 -4.7636123205399354e+03
1.3685125153068714e+07 4.7540795249791836e+03 2.2552195189983090e+03 -4.4296130860388275e+03
1.3685126153068714e+07 5.0393527075160782e+03 2.3019989127852273e+03 -4.0760869147625467e+03
1.3685127153068714e+07 5.3024110554882927e+03 2.3386304705336843e+03 -3.7045922459946391e+03
1.3685128153068714e+07 5.5420949362564252e+03 2.3649527103766454e+03 -3.3167667290414161e+03
1.3685129153068714e+07 5.7573477581754942e+03 2.3808495967198810e+03 -2.9143200040328957e+03
1.3685130153068714e+07 5.9472206283450178e+03 2.3862510517591809e+03 -2.4990261653533507e+03
1.3685131153068714e+07 6.1108765355800906e+03 2.3811332644020217e+03 -2.0727159409647052e+03
1.3685132153068714e+07 6.2475940401904463e+03 2.3655187952338379e+03 -1.6372686220487255e+03
1.3685133153068714e+07 6.3567704542796619e+03 2.3394764770650418e+03 -1.1946037785894014e+03
1.3685134153068714e+07 6.4379244985600599e+03 2.3031211114972934e+03 -7.4667279737998842e+02
1.3685135153068714e+07 6.4906984239620033e+03 2.2566129628469866e+03 -2.9545027978214961e+02
1.3685136153068714e+07 6.5148595886895591e+03 2.2001570516566312e+03 1.5707466285446128e+02
1.3685137153068714e+07 6.5103014837688615e+03 2.1340022509084747e+03 6.0890717773659242e+02
1.3685138153068714e+07 6.4770442025688099e+03 2.0584401889249111e+03 1.0580554644801041e+03
1.3685139153068714e+07 6.4152343522237261e+03 1.9738039637910001e+03 1.5025395555106491e+03
1.3685140153068714e+07 6.3251444073494704e+03 1.8804666749681992e+03 1.9404000442950110e+03
1.3685141153068714e+07 6.2071715089006775e+03 1.7788397785697794e+03 2.3697067229415184e+03
