0.0000000000000000e+00 1.0000000000000000e+00
6.3466518254339258e-02 9.9597740641539778e-01
1.2693303650867852e-01 9.8397435069817818e-01
1.9039955476301779e-01 9.6418396650803628e-01
2.5386607301735703e-01 9.3692468853489241e-01
3.1733259127169627e-01 9.0263512876552943e-01
3.8079910952603557e-01 8.6186701905253504e-01
4.4426562778037482e-01 8.1527633354226114e-01
5.0773214603471406e-01 7.6361273380525119e-01
5.7119866428905330e-01 7.0770750650094327e-01
6.3466518254339255e-01 6.4846018766413749e-01
6.9813170079773179e-01 5.8682408883346515e-01
7.6159821905207115e-01 5.2379095791187125e-01
8.2506473730641039e-01 4.6037502157160576e-01
8.8853125556074963e-01 3.9759666596740467e-01
9.5199777381508888e-01 3.3646601834128914e-01
1.0154642920694281e+00 2.7796669369711291e-01
1.0789308103237674e+00 2.2303996806694487e-01
1.1423973285781066e+00 1.7256963302735748e-01
1.2058638468324459e+00 1.2736777516212269e-01
1.2693303650867851e+00 8.8161709285083656e-02
1.3327968833411243e+00 5.5582275672538289e-02
1.3962634015954636e+00 3.0153689607045831e-02
1.4597299198498028e+00 1.2285106557296496e-02
1.5231964381041423e+00 2.2640387134576865e-03
1.5866629563584815e+00 2.5172880840743626e-04
1.6501294746128208e+00 6.2805556618028445e-03
1.7135959928671600e+00 2.0253513192751330e-02
1.7770625111214993e+00 4.1945771283965219e-02
1.8405290293758385e+00 7.1008293382511509e-02
1.9039955476301778e+00 1.0697345262860627e-01
1.9674620658845170e+00 1.4926255614683939e-01
2.0309285841388562e+00 1.9719515643116667e-01
2.0943951023931957e+00 2.5000000000000022e-01
2.1578616206475347e+00 3.0682743715343569e-01
2.2213281389018742e+00 3.6676309315498268e-01
2.2847946571562132e+00 4.2884258086335747e-01
2.3482611754105527e+00 4.9206701808259617e-01
2.4117276936648917e+00 5.5541909995050542e-01
2.4751942119192312e+00 6.1787946775471370e-01
2.5386607301735702e+00 6.7844311079593578e-01
2.6021272484279097e+00 7.3613553738634141e-01
2.6655937666822487e+00 7.9002845478559891e-01
2.7290602849365881e+00 8.3925470577856609e-01
2.7925268031909272e+00 8.8302222155948884e-01
2.8559933214452666e+00 9.2062676641559049e-01
2.9194598396996057e+00 9.5146326914331059e-01
2.9829263579539451e+00 9.7503555887047255e-01
3.0463928762082846e+00 9.9096434863135330e-01
3.1098593944626236e+00 9.9899333823594205e-01
3.1733259127169631e+00 9.9899333823594205e-01
3.2367924309713021e+00 9.9096434863135330e-01
3.3002589492256416e+00 9.7503555887047255e-01
3.3637254674799806e+00 9.5146326914331059e-01
3.4271919857343200e+00 9.2062676641559049e-01
3.4906585039886591e+00 8.8302222155948906e-01
3.5541250222429985e+00 8.3925470577856609e-01
3.6175915404973376e+00 7.9002845478559913e-01
3.6810580587516770e+00 7.3613553738634119e-01
3.7445245770060160e+00 6.7844311079593600e-01
3.8079910952603555e+00 6.1787946775471347e-01
3.8714576135146945e+00 5.5541909995050565e-01
3.9349241317690340e+00 4.9206701808259606e-01
3.9983906500233730e+00 4.2884258086335764e-01
4.0618571682777125e+00 3.6676309315498246e-01
4.1253236865320515e+00 3.0682743715343591e-01
4.1887902047863914e+00 2.4999999999999961e-01
4.2522567230407304e+00 1.9719515643116653e-01
4.3157232412950695e+00 1.4926255614683939e-01
4.3791897595494085e+00 1.0697345262860643e-01
4.4426562778037484e+00 7.1008293382511301e-02
4.5061227960580874e+00 4.1945771283965143e-02
4.5695893143124264e+00 2.0253513192751330e-02
4.6330558325667655e+00 6.2805556618028844e-03
4.6965223508211054e+00 2.5172880840742298e-04
4.7599888690754444e+00 2.2640387134577056e-03
4.8234553873297834e+00 1.2285106557296444e-02
4.8869219055841224e+00 3.0153689607045675e-02
4.9503884238384623e+00 5.5582275672538387e-02
5.0138549420928014e+00 8.8161709285083614e-02
5.0773214603471404e+00 1.2736777516212253e-01
5.1407879786014803e+00 1.7256963302735781e-01
5.2042544968558193e+00 2.2303996806694501e-01
5.2677210151101583e+00 2.7796669369711291e-01
5.3311875333644974e+00 3.3646601834128892e-01
5.3946540516188373e+00 3.9759666596740512e-01
5.4581205698731763e+00 4.6037502157160592e-01
5.5215870881275153e+00 5.2379095791187102e-01
5.5850536063818543e+00 5.8682408883346482e-01
5.6485201246361942e+00 6.4846018766413782e-01
5.7119866428905333e+00 7.0770750650094327e-01
5.7754531611448723e+00 7.6361273380525119e-01
5.8389196793992113e+00 8.1527633354226092e-01
5.9023861976535512e+00 8.6186701905253515e-01
5.9658527159078902e+00 9.0263512876552943e-01
6.0293192341622293e+00 9.3692468853489241e-01
6.0927857524165692e+00 9.6418396650803651e-01
6.1562522706709082e+00 9.8397435069817818e-01
6.2197187889252472e+00 9.9597740641539778e-01
6.2831853071795862e+00 1.0000000000000000e+00
